Railroad,Origin-Destination SPLC,Commodity Group Name,2025 Tons,2030 Tons,2035 Tons,2040 Tons,2045 Tons,2050 Tons
EAST,'197147347123,OTHER,7520,8121.6,8284.032,8946.75456,9394.092288,9394.092288
EAST,'343100234066,MO_VEH,1000,1090,1133.6,1201.616,1213.63216,1225.768482
EAST,'396640359854,CHEM_PET,6520,6976.4,7046.164,7187.08728,7187.08728,7258.958153
EAST,'047600359900,CHEM_PET,7040,7744,8053.76,8617.5232,8789.873664,8877.772401
EAST,'396640567257,MO_VEH,13200,14520,14810.4,14958.504,15257.67408,15257.67408
EAST,'361433218515,MET_ORE,7320,7832.4,7910.724,8622.68916,8967.596726,9326.300595
EAST,'479800495150,MET_ORE,3984,4023.84,4144.5552,4310.337408,4439.64753,4661.629907
EAST,'439900208796,AG_FOOD,3400,3400,3570,3819.9,3896.298,3974.22396
EAST,'191821380000,IM,46400,48256,48256,49221.12,50205.5424,52213.7641
EAST,'185400191808,CHEM_PET,3040,3313.6,3413.008,3447.13808,3447.13808,3585.023603
EAST,'472798461417,IM,880,932.8,942.128,960.97056,999.4093824,1019.39757
EAST,'343100566900,MO_VEH,7000,7420,7642.6,8101.156,8182.16756,8509.454262
EAST,'567257380000,MO_VEH,6440,6890.8,7166.432,7811.41088,7811.41088,8045.753206
EAST,'613589653770,NONMET_PRO,91962,92881.62,92881.62,98454.5172,98454.5172,102392.6979
EAST,'380639261100,IM,1600,1744,1831.2,1996.008,2075.84832,2096.606803
EAST,'449422447850,FOR_PROD,14600,14746,15188.38,15947.799,16745.18895,17582.4484
EAST,'380000178964,IM,6400,6784,6784,7123.2,7123.2,7479.36
EAST,'497540381315,CHEM_PET,840,840,848.4,848.4,856.884,899.7282
EAST,'475653145574,MO_VEH,5000,5350,5457,6002.7,6122.754,6122.754
EAST,'380000204910,AG_FOOD,3240,3304.8,3470.04,3539.4408,3681.018432,3828.259169
EAST,'343689148250,IM,1400,1540,1570.8,1680.756,1714.37112,1782.945965
EAST,'281146208548,CHEM_PET,2560,2611.2,2689.536,2824.0128,2965.21344,3113.474112
EAST,'497800417500,NONMET_PRO,4320,4536,4762.8,5096.196,5096.196,5147.15796
EAST,'368260359854,AG_FOOD,12280,13508,13643.08,14734.5264,15176.56219,15480.09344
EAST,'380000403896,CHEM_PET,20528,21964.96,22184.6096,23737.53227,24449.65824,25672.14115
EAST,'380000271252,FOR_PROD,3720,4054.8,4257.54,4427.8416,4427.8416,4649.23368
EAST,'297548453660,AG_FOOD,18708,19269.24,19847.3172,21832.04892,21832.04892,22487.01039
EAST,'471123453893,OTHER,1520,1641.6,1674.432,1808.38656,1898.805888,1974.758124
EAST,'359900208572,MO_VEH,4800,4800,4992,4992,5141.76,5193.1776
EAST,'318100380000,IM,14480,15204,15356.04,15509.6004,15509.6004,15974.88841
EAST,'359900455450,MO_VEH,1840,1987.2,2046.816,2128.68864,2213.836186,2235.974547
EAST,'471129499640,FOR_PROD,1920,1958.4,1977.984,2017.54368,2098.245427,2140.210336
EAST,'472748428880,OTHER,2400,2400,2400,2640,2772,2772
EAST,'342656341800,NONMET_PRO,105129,112488.03,116987.5512,122836.9288,128978.7752,131558.3507
EAST,'380000566786,MO_VEH,13880,13880,14018.8,15280.492,16044.5166,16044.5166
EAST,'445955411860,NONMET_PRO,4320,4536,4626.72,5043.1248,5295.28104,5507.092282
EAST,'318342417484,CHEM_PET,3560,3666.8,3666.8,3703.468,3777.53736,3966.414228
EAST,'362686458940,AG_FOOD,13748,14160.44,14443.6488,14876.95826,15620.80617,15620.80617
EAST,'286550261109,IM,3680,3680,3753.6,3903.744,3981.81888,3981.81888
EAST,'381315148250,AG_FOOD,3720,4054.8,4054.8,4176.444,4301.73732,4516.824186
EAST,'182810187792,MET_ORE,3400,3638,3674.38,3711.1238,3748.235038,3898.16444
EAST,'359854447842,AG_FOOD,3680,3974.4,4014.144,4375.41696,4594.187808,4732.013442
EAST,'477830444690,OTHER,800,832,840.32,848.7232,848.7232,848.7232
EAST,'208730344186,MET_ORE,3680,3974.4,4053.888,4337.66016,4511.166566,4601.389898
EAST,'566900261004,CHEM_PET,1600,1648,1697.44,1697.44,1697.44,1697.44
EAST,'463790478927,FOR_PROD,7280,7280,7571.2,7646.912,7723.38112,7800.614931
EAST,'419140647000,FOR_PROD,2880,2937.6,3084.48,3331.2384,3431.175552,3568.422574
EAST,'433117236381,MO_VEH,3000,3300,3300,3498,3532.98,3603.6396
EAST,'349960407384,AG_FOOD,10416,11249.28,11249.28,11361.7728,11361.7728,11361.7728
EAST,'361433194560,MET_ORE,3760,3872.8,3872.8,3988.984,4068.76368,4109.451317
EAST,'353100261121,CHEM_PET,400,428,432.28,436.6028,440.968828,463.0172694
EAST,'369140206744,AG_FOOD,3280,3411.2,3411.2,3615.872,3760.50688,3798.111949
EAST,'361433492450,MET_ORE,3000,3150,3244.5,3568.95,3711.708,3823.05924
EAST,'472600472600,OTHER,2000,2140,2161.4,2355.926,2426.60378,2450.869818
EAST,'427370647000,NONMET_PRO,2200,2222,2310.88,2518.8592,2594.424976,2724.146225
EAST,'647000455740,OTHER,2400,2448,2496.96,2546.8992,2572.368192,2572.368192
EAST,'457440495950,NONMET_PRO,13920,15312,15618.24,15774.4224,16247.65507,17060.03783
EAST,'208548208513,CHEM_PET,7480,8003.6,8323.744,8406.98144,8659.190883,8659.190883
EAST,'380639417500,IM,1600,1648,1730.4,1851.528,1944.1044,1963.545444
EAST,'343689497540,MO_VEH,40,40.8,42.432,42.432,42.85632,44.5705728
EAST,'185400207800,CHEM_PET,6880,7086.4,7228.128,7589.5344,7589.5344,7817.220432
EAST,'411395464390,NONMET_PRO,6864,6932.64,7071.2928,7283.431584,7647.603163,7953.50729
EAST,'191822380000,CHEM_PET,1200,1200,1248,1335.36,1388.7744,1444.325376
EAST,'387292264600,CHEM_PET,14832,16166.88,16166.88,17136.8928,17136.8928,17993.73744
EAST,'365572424740,AG_FOOD,27819,29766.33,31254.6465,31254.6465,31879.73943,33473.7264
EAST,'439900451961,AG_FOOD,3960,4197.6,4365.504,4758.39936,4901.151341,4950.162854
EAST,'439900417194,CHEM_PET,2760,2760,2815.2,3040.416,3192.4368,3192.4368
EAST,'028850194214,CHEM_PET,4240,4664,4710.64,4993.2784,5093.143968,5296.869727
EAST,'396249286550,CHEM_PET,8440,8777.6,9216.48,10138.128,10340.89056,10754.52618
EAST,'381315341800,AG_FOOD,840,882,899.64,980.6076,1000.219752,1000.219752
EAST,'208513209228,CHEM_PET,3920,4116,4198.32,4618.152,4618.152,4849.0596
EAST,'439900414647,FOR_PROD,3760,3872.8,3872.8,4027.712,4067.98912,4067.98912
EAST,'380000223228,CHEM_PET,3920,4116,4157.16,4281.8748,4410.331044,4498.537665
EAST,'286550261004,FOR_PROD,1200,1296,1296,1296,1347.84,1401.7536
EAST,'380000171981,AG_FOOD,11640,12338.4,12585.168,13591.98144,14271.58051,14842.44373
EAST,'381315191410,IM,9720,9817.2,10111.716,10920.65328,11029.85981,11140.15841
EAST,'424740411395,AG_FOOD,8280,8362.8,8780.94,8956.5588,8956.5588,9135.689976
EAST,'380000341472,CHEM_PET,3840,3878.4,3917.184,4308.9024,4438.169472,4660.077946
EAST,'369140406850,AG_FOOD,3880,3880,4035.2,4277.312,4491.1776,4536.089376
EAST,'566900185400,MO_VEH,3400,3740,3814.8,3852.948,3891.47748,4047.136579
EAST,'191650413332,MO_VEH,600,660,673.2,686.664,686.664,714.13056
EAST,'218786191470,CHEM_PET,5840,6424,6680.96,7081.8176,7365.090304,7659.693916
EAST,'461450346130,FOR_PROD,320,329.6,329.6,349.376,356.36352,374.181696
EAST,'453954257500,FOR_PROD,2560,2560,2611.2,2846.208,2874.67008,3018.403584
EAST,'341800433113,MET_ORE,4200,4578,4806.9,4854.969,5097.71745,5250.648974
EAST,'475346498449,NONMET_PRO,3880,4268,4268,4524.08,4750.284,4940.29536
EAST,'458935461450,NONMET_PRO,23943,24421.86,25642.953,26668.67112,28002.10468,28562.14677
EAST,'343100491200,MO_VEH,3720,4017.6,4138.128,4138.128,4138.128,4220.89056
EAST,'424740439900,AG_FOOD,11720,12892,12892,14181.2,14606.636,15336.9678
EAST,'447850359900,AG_FOOD,3720,3906,3984.12,4183.326,4225.15926,4225.15926
EAST,'345237261203,CHEM_PET,23520,24696,25436.88,26708.724,26708.724,27509.98572
EAST,'379500497615,COAL,25976,28313.84,28880.1168,28880.1168,29746.5203,29746.5203
EAST,'658660483170,CHEM_PET,7040,7110.4,7181.504,7684.20928,7991.577651,8231.324981
EAST,'380000195249,FOR_PROD,4000,4160,4284.8,4713.28,4713.28,4760.4128
EAST,'491200497800,IM,4680,5148,5250.96,5671.0368,5671.0368,5671.0368
EAST,'384869187241,NONMET_PRO,4520,4655.6,4702.156,4890.24224,5134.754352,5134.754352
EAST,'396640342212,CHEM_PET,7400,7770,8080.8,8888.88,9244.4352,9706.65696
EAST,'491200380696,IM,960,960,998.4,1068.288,1068.288,1089.65376
EAST,'417500231452,CHEM_PET,3960,4316.4,4445.892,4712.64552,4712.64552,4901.151341
EAST,'463793465590,FOR_PROD,2680,2921.2,3008.836,3159.2778,3285.648912,3351.36189
EAST,'362686209195,AG_FOOD,4280,4494,4673.76,4767.2352,4910.252256,5057.559824
EAST,'403330202214,FOR_PROD,3680,3753.6,3903.744,3942.78144,4139.920512,4305.517332
EAST,'345340201726,AG_FOOD,4120,4120,4161.2,4410.872,4499.08944,4679.053018
EAST,'286516455450,MO_VEH,3040,3100.8,3193.824,3449.32992,3518.316518,3588.682849
EAST,'421750472610,MET_ORE,3600,3744,3781.44,4008.3264,4168.659456,4377.092429
EAST,'191880204210,CHEM_PET,11800,12154,12518.62,12894.1786,13281.00396,13812.24412
EAST,'206297491200,IM,11600,12412,12412,12412,12536.12,13162.926
EAST,'422550344900,MET_ORE,3840,3916.8,3916.8,4269.312,4312.00512,4312.00512
EAST,'208510443650,CHEM_PET,1600,1680,1764,1940.4,1959.804,1999.00008
EAST,'492450384846,CHEM_PET,3840,4070.4,4151.808,4193.32608,4193.32608,4319.125862
EAST,'456200206297,FOR_PROD,1600,1712,1746.24,1868.4768,1868.4768,1887.161568
EAST,'191822380000,AG_FOOD,400,428,449.4,485.352,485.352,504.76608
EAST,'472600206297,IM,1600,1744,1778.88,1814.4576,1850.746752,1906.269155
EAST,'342668380000,NONMET_PRO,4080,4284,4455.36,4633.5744,4679.910144,4726.709245
EAST,'417500456200,FOR_PROD,400,436,440.36,475.5888,480.344688,504.3619224
EAST,'462330342451,NONMET_PRO,4200,4620,4712.4,4806.648,4950.84744,5000.355914
EAST,'395650384842,AG_FOOD,3600,3744,3744,4118.4,4241.952,4241.952
EAST,'380000368700,AG_FOOD,13040,14083.2,14224.032,14650.75296,15236.78308,15846.2544
EAST,'436650421350,CHEM_PET,4320,4665.6,4898.88,5241.8016,5294.219616,5347.161812
EAST,'457250283365,FOR_PROD,3800,4104,4268.16,4694.976,4835.82528,4884.183533
EAST,'262400445622,CHEM_PET,3480,3688.8,3873.24,4260.564,4345.77528,4476.148538
EAST,'380000191560,MET_ORE,400,436,457.8,466.956,480.96468,480.96468
EAST,'269265265331,COAL,23106,23106,23568.12,25689.2508,25946.14331,26465.06617
EAST,'645172486160,CHEM_PET,7640,7945.6,8025.056,8667.06048,9013.742899,9013.742899
EAST,'396640472340,AG_FOOD,3760,3760,3872.8,4260.08,4260.08,4260.08
EAST,'191478380000,IM,1200,1284,1296.84,1322.7768,1336.004568,1389.444751
EAST,'461417647000,IM,2400,2400,2496,2520.96,2647.008,2779.3584
EAST,'380000344900,FOR_PROD,3760,4136,4218.72,4303.0944,4303.0944,4346.125344
EAST,'409160428880,CHEM_PET,3800,4104,4268.16,4310.8416,4526.38368,4662.17519
EAST,'218515361433,MET_ORE,4480,4793.6,4841.536,4938.36672,5185.285056,5185.285056
EAST,'369450424250,MET_ORE,4280,4494,4718.7,4765.887,5004.18135,5004.18135
EAST,'359876296420,CHEM_PET,8400,8484,8823.36,9529.2288,9529.2288,9624.521088
EAST,'396640368700,OTHER,3880,4229.2,4313.784,4658.88672,4658.88672,4658.88672
EAST,'318360413332,MO_VEH,680,748,748,748,785.4,785.4
EAST,'424250414650,NONMET_PRO,4640,4640,4640,4825.6,4970.368,5069.77536
EAST,'472600456200,IM,51480,56113.2,56113.2,60602.256,61814.30112,64905.01618
EAST,'206297491200,CHEM_PET,3200,3232,3296.64,3494.4384,3564.327168,3671.256983
EAST,'380000207800,IM,560,576.8,605.64,660.1476,673.350552,707.0180796
EAST,'185400173448,MO_VEH,2240,2441.6,2514.848,2514.848,2539.99648,2565.396445
EAST,'261004380000,AG_FOOD,400,408,416.16,445.2912,454.197024,467.8229347
EAST,'424250424980,MET_ORE,3600,3888,4043.52,4447.872,4581.30816,4718.747405
EAST,'297976472210,AG_FOOD,6708,7110.48,7252.6896,7470.270288,7619.675694,7619.675694
EAST,'479473465322,CHEM_PET,7920,8712,9147.6,9422.028,9422.028,9422.028
EAST,'206260566900,CHEM_PET,1200,1296,1334.88,1361.5776,1429.65648,1472.546174
EAST,'498464191500,AG_FOOD,24960,26457.6,27515.904,29442.01728,29442.01728,30030.85763
EAST,'257500262400,OTHER,1960,1960,1960,1960,2018.8,2099.552
EAST,'461417286557,IM,2800,2856,2913.12,3058.776,3119.95152,3119.95152
EAST,'456495566900,AG_FOOD,400,408,424.32,428.5632,428.5632,437.134464
EAST,'380000422940,AG_FOOD,4280,4622.4,4714.848,4950.5904,5000.096304,5100.09823
EAST,'206297456200,AG_FOOD,8400,8568,8739.36,9613.296,9709.42896,9806.52325
EAST,'380000194237,FOR_PROD,3360,3595.2,3774.96,4114.7064,4155.853464,4280.529068
EAST,'491200207800,IM,2480,2579.2,2630.784,2893.8624,2980.678272,3010.485055
EAST,'185400380000,IM,17360,18922.4,18922.4,20057.744,20258.32144,20663.48787
EAST,'456200191560,CHEM_PET,1200,1260,1310.4,1336.608,1349.97408,1376.973562
EAST,'047600173360,CHEM_PET,2640,2640,2666.4,2853.048,2881.57848,2910.394265
EAST,'456495461417,MET_ORE,2800,2800,2828,2969.4,3028.788,3180.2274
EAST,'456201447850,IM,3760,3797.6,3987.48,4146.9792,4312.858368,4528.501286
EAST,'391783372114,AG_FOOD,19932,21725.88,21943.1388,22820.86435,23505.49028,23505.49028
EAST,'417500380639,AG_FOOD,440,484,498.52,538.4016,549.169632,565.644721
EAST,'343260262400,OTHER,1200,1200,1224,1297.44,1336.3632,1376.454096
EAST,'396640286557,CHEM_PET,3760,3872.8,3911.528,4146.21968,4312.068467,4312.068467
EAST,'253297239455,NONMET_PRO,23892,25803.36,25803.36,26061.3936,26582.62147,27645.92633
EAST,'362686455467,CHEM_PET,4848,5284.32,5495.6928,5495.6928,5770.47744,5943.591763
EAST,'402240457148,MET_ORE,3440,3440,3440,3749.6,3749.6,3787.096
EAST,'479479472840,MET_ORE,16040,16842,17515.68,18041.1504,18582.38491,19139.85646
EAST,'396640261109,CHEM_PET,880,968,1006.72,1016.7872,1067.62656,1121.007888
EAST,'380000343613,CHEM_PET,8720,9592,9879.76,10867.736,11085.09072,11195.94163
EAST,'567257380000,MO_VEH,2760,2842.8,2984.94,3193.8858,3225.824658,3225.824658
EAST,'396640564960,CHEM_PET,3600,3780,3817.8,3894.156,4010.98068,4051.090487
EAST,'141260380000,AG_FOOD,800,864,898.56,925.5168,934.771968,972.1628467
EAST,'286516145574,MO_VEH,3920,3998.4,4078.368,4445.42112,4623.237965,4808.167483
EAST,'185400191470,CHEM_PET,10920,11793.6,11793.6,11911.536,11911.536,12387.99744
EAST,'439900457250,CHEM_PET,4360,4708.8,4755.888,4946.12352,4995.584755,5145.452298
EAST,'380000492450,CHEM_PET,15400,16324,17140.2,18511.416,19066.75848,19066.75848
EAST,'344900200650,MET_ORE,4000,4120,4284.8,4499.04,4589.0208,4726.691424
EAST,'209652234106,NONMET_PRO,13580,14802.2,14802.2,15246.266,15703.65398,15860.69052
EAST,'286550273550,OTHER,3000,3120,3120,3432,3534.96,3570.3096
EAST,'392200396640,AG_FOOD,11720,11954.4,12073.944,12315.42288,12931.19402,13060.50596
EAST,'466431647000,OTHER,800,848,856.48,882.1744,917.461376,917.461376
EAST,'163240345340,OTHER,9720,10011.6,10311.948,10930.66488,11149.27818,11706.74209
EAST,'343100566900,MO_VEH,5000,5500,5555,5888.3,5888.3,5947.183
EAST,'381315191490,CHEM_PET,1360,1373.6,1387.336,1387.336,1415.08272,1457.535202
EAST,'285861361433,MET_ORE,3960,3960,4158,4407.48,4495.6296,4540.585896
EAST,'343570361510,CHEM_PET,4200,4410,4542.3,4542.3,4678.569,4865.71176
EAST,'380000218500,AG_FOOD,1200,1308,1321.08,1453.188,1525.8474,1525.8474
EAST,'191808028850,CHEM_PET,3640,3858.4,4051.32,4172.8596,4298.045388,4298.045388
EAST,'366276428863,CHEM_PET,6888,6888,7094.64,7236.5328,7308.898128,7601.254053
EAST,'268291414942,NONMET_PRO,26880,28492.8,28777.728,29928.83712,31425.27898,32996.54292
EAST,'167510185400,OTHER,800,824,840.48,874.0992,891.581184,927.2444314
EAST,'318383396640,MO_VEH,1320,1452,1524.6,1524.6,1570.338,1633.15152
EAST,'380000261000,AG_FOOD,2000,2100,2142,2291.94,2291.94,2314.8594
EAST,'343100191649,MO_VEH,4880,5270.4,5481.216,5864.90112,5864.90112,5982.199142
EAST,'201776234000,COAL,27872,30659.2,30965.792,33443.05536,34111.91647,34794.1548
EAST,'447162445350,MET_ORE,3600,3780,3817.8,4161.402,4244.63004,4371.968941
EAST,'256260461417,FOR_PROD,2640,2851.2,2851.2,3107.808,3201.04224,3265.063085
EAST,'481220481221,CHEM_PET,3840,3878.4,3917.184,4152.21504,4359.825792,4577.817082
EAST,'221000221000,FOR_PROD,2440,2684,2818.2,2959.11,3107.0655,3107.0655
EAST,'203758191600,AG_FOOD,8304,9134.4,9499.776,9594.77376,9882.616973,10080.26931
EAST,'216433315454,CHEM_PET,2520,2721.6,2803.248,3055.54032,3177.761933,3209.539552
EAST,'445485235144,FOR_PROD,2880,2880,2995.2,3055.104,3177.30816,3336.173568
EAST,'380000342220,OTHER,800,832,856.96,891.2384,935.80032,973.2323328
EAST,'392200359882,AG_FOOD,8120,8850.8,9204.832,9480.97696,9480.97696,9860.216038
EAST,'465322203759,FOR_PROD,3360,3427.2,3530.016,3883.0176,3883.0176,4077.16848
EAST,'384620173360,CHEM_PET,2520,2746.8,2856.672,2999.5056,2999.5056,2999.5056
EAST,'439790491200,IM,2400,2472,2595.6,2777.292,2916.1566,3003.641298
EAST,'345237216433,OTHER,1200,1224,1236.24,1359.864,1387.06128,1442.543731
EAST,'281432433150,MET_ORE,3680,3900.8,4095.84,4177.7568,4261.311936,4474.377533
EAST,'367647451977,AG_FOOD,9696,10083.84,10487.1936,10906.68134,10906.68134,11342.94859
EAST,'261004353100,CHEM_PET,400,428,428,453.68,471.8272,485.982016
EAST,'566900491201,MO_VEH,4000,4120,4120,4161.2,4327.648,4457.47744
EAST,'457680457250,FOR_PROD,14240,14952,15400.56,16940.616,17618.24064,17794.42305
EAST,'380000413322,CHEM_PET,18200,19838,20036.38,21038.199,21248.58099,21461.0668
EAST,'369140353100,AG_FOOD,4280,4408.4,4408.4,4849.24,5091.702,5142.61902
EAST,'343100221268,CHEM_PET,10080,10483.2,10692.864,11013.64992,11454.19592,12026.90571
EAST,'447850456495,CHEM_PET,800,824,840.48,882.504,882.504,908.97912
EAST,'461450447850,CHEM_PET,3920,4272.8,4315.528,4747.0808,4794.551608,4938.388156
EAST,'365115345340,MO_VEH,4600,4830,5023.2,5123.664,5379.8472,5379.8472
EAST,'368260389970,AG_FOOD,4040,4120.8,4162.008,4453.34856,4542.415531,4633.263842
EAST,'353279191478,IM,400,412,432.6,454.23,458.7723,481.710915
EAST,'286550208572,MO_VEH,4000,4360,4403.6,4447.636,4492.11236,4626.875731
EAST,'201726171760,FOR_PROD,2800,2856,2913.12,3000.5136,3060.523872,3121.734349
EAST,'647000198551,CHEM_PET,3640,3894.8,3933.748,4169.77288,4211.470609,4211.470609
EAST,'380000286550,IM,7480,7779.2,8090.368,8737.59744,9174.477312,9633.201178
EAST,'567500191822,NONMET_PRO,400,440,457.6,494.208,494.208,504.09216
EAST,'145460381315,IM,17720,18960.4,18960.4,19150.004,19916.00416,20712.64433
EAST,'498464191500,AG_FOOD,15600,17160,17846.4,18738.72,19488.2688,19878.03418
EAST,'343689148250,AG_FOOD,4320,4622.4,4761.072,4761.072,4951.51488,5149.575475
EAST,'380000272150,CHEM_PET,4360,4447.2,4669.56,5043.1248,5143.987296,5298.306915
EAST,'413350173880,AG_FOOD,3520,3520,3625.6,3988.16,4107.8048,4148.882848
EAST,'363504343100,CHEM_PET,3760,3760,3948,4224.36,4308.8472,4351.935672
EAST,'380639456201,AG_FOOD,5520,5851.2,6085.248,6267.80544,6393.161549,6521.02478
EAST,'491200381315,IM,21360,21573.6,22652.28,23331.8484,23565.16688,23800.81855
EAST,'272940491200,CHEM_PET,3040,3070.4,3162.512,3162.512,3289.01248,3453.463104
EAST,'451330491200,OTHER,1200,1320,1359.6,1427.58,1498.959,1558.91736
EAST,'403896380000,CHEM_PET,69038,73180.28,75375.6884,79898.2297,79898.2297,83893.14119
EAST,'278829279218,COAL,24162,24162,24645.24,24891.6924,25887.3601,26663.9809
EAST,'273543209497,COAL,31162,31785.24,33056.6496,33387.2161,35056.57691,35407.14267
EAST,'343940453869,MET_ORE,3880,4229.2,4398.368,4750.23744,4845.242189,4942.147033
EAST,'419170380000,FOR_PROD,3440,3715.2,3789.504,3978.9792,4058.558784,4261.486723
EAST,'380000362686,CHEM_PET,3760,4023.2,4063.432,4266.6036,4266.6036,4309.269636
EAST,'647000472210,CHEM_PET,14040,14320.8,14320.8,14464.008,15042.56832,15794.69674
EAST,'185400403330,CHEM_PET,4040,4322.8,4538.94,4856.6658,4856.6658,5050.932432
EAST,'191560380000,FOR_PROD,800,880,897.6,897.6,933.504,933.504
EAST,'472653456122,NONMET_PRO,13240,13240,13902,14875.14,15618.897,15931.27494
EAST,'345237396246,CHEM_PET,2760,2953.2,3100.86,3224.8944,3224.8944,3224.8944
EAST,'272940499420,CHEM_PET,5040,5392.8,5554.584,5665.67568,5948.959464,6246.407437
EAST,'566900318101,MO_VEH,3320,3585.6,3585.6,3764.88,3953.124,3953.124
EAST,'240026344200,MET_ORE,10044,10947.96,11385.8784,11499.73718,11499.73718,12074.72404
EAST,'191821359814,IM,6000,6120,6303.6,6366.636,6366.636,6430.30236
EAST,'207698343138,OTHER,4932,5277.24,5277.24,5488.3296,5707.862784,5993.255923
EAST,'447162412970,MET_ORE,3320,3585.6,3657.312,3913.32384,4069.856794,4069.856794
EAST,'435212380000,MO_VEH,6000,6540,6736.2,6736.2,6736.2,6938.286
EAST,'447135417500,CHEM_PET,4200,4368,4542.72,4588.1472,4634.028672,4773.049532
EAST,'396640234000,CHEM_PET,11960,12079.6,12321.192,12321.192,12937.2516,13066.62412
EAST,'318378191649,MO_VEH,6800,6868,7005.36,7425.6816,7796.96568,8186.813964
EAST,'348974145574,MO_VEH,1600,1664,1713.92,1765.3376,1853.60448,1909.212614
EAST,'439900497540,IM,24400,26596,26861.96,28742.2972,30179.41206,31084.79442
EAST,'363510344900,MET_ORE,6000,6000,6300,6426,6747.3,7017.192
EAST,'424250414650,NONMET_PRO,9280,9465.6,9560.256,10516.2816,10831.77005,11265.04085
EAST,'380000286557,IM,13200,13464,13867.92,14561.316,15289.3818,15289.3818
EAST,'439900148255,CHEM_PET,3760,4060.8,4182.624,4224.45024,4224.45024,4224.45024
EAST,'341800380000,IM,19080,20797.2,21213.144,21637.40688,22502.90316,23403.01928
EAST,'315859221003,MO_VEH,480,504,524.16,555.6096,555.6096,572.277888
EAST,'318100411260,FOR_PROD,4040,4363.2,4363.2,4450.464,4450.464,4672.9872
EAST,'564960455467,CHEM_PET,3680,3680,3864,4134.48,4299.8592,4514.85216
EAST,'359430318100,MET_ORE,3760,3797.6,3949.504,4186.47424,4186.47424,4395.797952
EAST,'173360368700,OTHER,3720,3980.4,4020.204,4100.60808,4100.60808,4141.614161
EAST,'380000444930,AG_FOOD,3720,3794.4,3908.232,4181.80824,4181.80824,4265.444405
EAST,'447162442368,MET_ORE,3840,3993.6,4033.536,4033.536,4235.2128,4362.269184
EAST,'380000364450,CHEM_PET,4200,4368,4586.4,5045.04,5045.04,5095.4904
EAST,'461413368700,AG_FOOD,3560,3595.6,3739.424,3776.81824,3927.89097,3927.89097
EAST,'258347499600,NONMET_PRO,4000,4160,4326.4,4585.984,4769.42336,4912.506061
EAST,'343100380000,AG_FOOD,400,412,416.12,432.7648,445.747744,454.6626989
EAST,'497540381315,MO_VEH,400,412,420.24,437.0496,450.161088,450.161088
EAST,'658672647000,CHEM_PET,3800,4142,4266.26,4607.5608,4607.5608,4791.863232
EAST,'396640342250,CHEM_PET,3840,4108.8,4314.24,4357.3824,4531.677696,4712.944804
EAST,'278731261020,COAL,60663,61269.63,63720.4152,64357.61935,67575.50032,67575.50032
EAST,'379148379164,COAL,35145,35847.9,36564.858,38393.1009,39928.82494,40727.40143
EAST,'456495439900,MO_VEH,400,420,424.2,458.136,462.71736,476.5988808
EAST,'283527384846,MET_ORE,2760,2898,2926.98,3161.1384,3161.1384,3224.361168
EAST,'647000456940,CHEM_PET,11280,11618.4,11850.768,11850.768,12443.3064,13065.47172
EAST,'456360479947,MET_ORE,3600,3780,3931.2,4088.448,4251.98592,4464.585216
EAST,'380000455450,CHEM_PET,27414,29881.26,29881.26,30777.6978,30777.6978,32008.80571
EAST,'444631461417,FOR_PROD,2400,2496,2620.8,2856.672,2999.5056,3029.500656
EAST,'364695451960,AG_FOOD,28914,29492.28,30082.1256,30382.94686,31902.0942,32859.15703
EAST,'049915296420,CHEM_PET,3760,4098.4,4180.368,4347.58272,4391.058547,4522.790304
EAST,'428879414447,NONMET_PRO,3920,4312,4441.36,4619.0144,4711.394688,4805.622582
EAST,'447135253300,CHEM_PET,3880,3957.6,4076.328,4198.61784,4324.576375,4367.822139
EAST,'234000491200,AG_FOOD,800,816,840.48,899.3136,944.27928,944.27928
EAST,'564960396250,AG_FOOD,5400,5508,5728.32,5842.8864,5901.315264,6196.381027
EAST,'380000238451,AG_FOOD,4320,4579.2,4762.368,5143.35744,5246.224589,5456.073572
EAST,'201726413292,COAL,3920,4272.8,4272.8,4358.256,4358.256,4401.83856
EAST,'396640497620,AG_FOOD,3800,3838,3991.52,4071.3504,4274.91792,4317.667099
EAST,'365316461450,AG_FOOD,4728,4869.84,5064.6336,5571.09696,5793.940838,6025.698472
EAST,'207310566900,AG_FOOD,400,412,420.24,445.4544,467.72712,472.4043912
EAST,'395650277618,CHEM_PET,3040,3192,3223.92,3320.6376,3353.843976,3420.920856
EAST,'380000206297,CHEM_PET,5600,6160,6468,6468,6662.04,6728.6604
EAST,'443241447850,IM,55360,56467.2,59290.56,60476.3712,61685.89862,62302.75761
EAST,'647000494887,CHEM_PET,9240,9424.8,9519.048,9519.048,9614.23848,10094.9504
EAST,'428879424250,NONMET_PRO,4640,5104,5359.2,5734.344,5963.71776,6082.992115
EAST,'439790191560,MO_VEH,400,408,412.08,445.0464,462.848256,485.9906688
EAST,'396640218309,CHEM_PET,3880,4074,4277.7,4577.139,4622.91039,4854.05591
EAST,'346467206711,AG_FOOD,3756,3943.8,4062.114,4062.114,4265.2197,4350.524094
EAST,'361442451880,AG_FOOD,26502,28357.14,28357.14,31192.854,31504.78254,32134.87819
EAST,'380000368864,AG_FOOD,6796,7407.64,7629.8692,7629.8692,7858.765276,7937.352929
EAST,'361771396640,OTHER,2800,3052,3082.52,3390.772,3492.49516,3492.49516
